,names,uri,artists
4110,I Go to Extremes,spotify:track:16LYB0chkPiblx33djiNTt,['Billy Joel']
4111,Love Will Conquer All,spotify:track:6nbi2AJ9hAi2SE8jH6mRKV,['Lionel Richie']
4112,I Just Can't Help Believing - Rerecorded,spotify:track:4RqHoLuzJEKh2VWR1JgRBB,['B.J. Thomas']
4113,Laughing,spotify:track:3LMXAUFA6PWe0iHyHfMKRL,['The Guess Who']
4114,See See Rider,spotify:track:4gPclp5rP8grvfuGk52JAG,['Eric Burdon & the Animals']
4115,Let My Love Open The Door,spotify:track:0otlwsD3mSogk7VJCTp6Kg,['Pete Townshend']
4116,Smooth Criminal - 2012 Remaster,spotify:track:2bCQHF9gdG5BNDVuEIEnNk,['Michael Jackson']
4117,"Baby the Rain Must Fall - From the Columbia Film ""Baby the Rain Must Fall""",spotify:track:6bZKOc50K0nlfNAPleAlkA,['Glenn Yarbrough']
4118,Little Diane,spotify:track:1UfGX3eL0ifA3gJSwWPMBi,['Dion']
4119,A Different Corner,spotify:track:6khoye7kysa6cLGY0AO9dO,['George Michael']
4120,Only Women Bleed,spotify:track:59xDvLlKHcLI0c9CSmzxSN,['Alice Cooper']
4121,"Mirror, Mirror - Radio Mix",spotify:track:2jCeamSavNqu7F9OcbSIxN,['Diana Ross']
4122,Got to Be Real - Single Version,spotify:track:26FOglnpqOEWUyspcbNYq6,['Cheryl Lynn']
4123,Paradise City,spotify:track:5Q41NLTmGbVPozwHKK7bk2,"[""Guns N' Roses""]"
4124,Living In Sin,spotify:track:4urd42euwvihhC3j1G8Jt2,['Bon Jovi']
4125,I Ain't Gonna Stand For It,spotify:track:4bHyimydtSofP9RFMdUCJq,['Stevie Wonder']
4126,I Tried,spotify:track:2elA6JLRaQ6iB7hxiuTKN4,"['Bone Thugs-N-Harmony', 'Akon']"
4127,Tell It to the Rain - 2007 Remaster,spotify:track:0HMm55GliDuFXKY5QisxyV,['Frankie Valli & The Four Seasons']
4128,"Beauty and the Beast - from the Soundtrack ""Beauty and the Beast""",spotify:track:7B3UAPLYAbwXVgbHSKEaTw,"['Céline Dion', 'Peabo Bryson']"
4129,Trouble Man,spotify:track:3qCgqVpz0EPi9zz0R3WhJA,['Marvin Gaye']
4130,Dancing In the Moonlight - Original Recording,spotify:track:7ufDF5ePKsnxYgP0DAZoZE,['King Harvest']
4131,Cherry Bomb,spotify:track:1NkoPsSffzDOir92bPzmML,['John Mellencamp']
4132,Carry on Wayward Son,spotify:track:4DMKwE2E2iYDKY01C335Uw,['Kansas']
4133,I Never Cry - 2002 Remaster,spotify:track:5zukzfEEJae2y2dC6uGRAc,['Alice Cooper']
4134,Reverend Mr. Black - Remastered,spotify:track:5fQEqSNzAkdUhRrgxMd7iH,['The Kingston Trio']
4135,Close My Eyes Forever,spotify:track:43thLwzSasUUZEYjYPeJh3,"['Lita Ford', 'Ozzy Osbourne']"
4136,I Thank You - LP / Single Version,spotify:track:68cD6DL9ykbsoi2C5NaVsL,['Sam & Dave']
4137,Hard To Say,spotify:track:65Go1QCH2CbFVRtB5QvIuq,['Dan Fogelberg']
4138,Epic,spotify:track:4ReyTz0y3TGkX48wO3Llot,['Faith No More']
4139,Heartbeat,spotify:track:01xc0Rvv19F2p2wno0KUF4,['Don Johnson']
4140,Something's Gotta Give,spotify:track:3krgfOQI9Szq8cF0Umm1O1,['Sammy Davis Jr.']
4141,Gin And Juice (feat. Dat Nigga Daz),spotify:track:0WKYRFtH6KKbaNWjsxqm70,"['Snoop Dogg', 'Daz Dillinger']"
4142,Be My Guest,spotify:track:3Vumfl7U0v6EjLZoFvDTfe,['Fats Domino']
4143,All This Time,spotify:track:6kaH3id4glNuxGXP0iQQdR,['Tiffany']
4144,I've Gotta Be Me,spotify:track:1cNU5obkkWMzW6wzZRXNFV,['Sammy Davis Jr.']
4145,Doctor My Eyes,spotify:track:3QcuZo6WLcFkqqLmDs0d95,['Jackson Browne']
4146,Daydream Believer,spotify:track:6qnPCgHTRisbxBT19Gw7cN,['Anne Murray']
4147,Disco Inferno - Single Edit,spotify:track:22ff60cZy4APp7bzESHLR8,['The Trammps']
4148,What Am I Living For,spotify:track:3rGifBjFxNrFeZ80yuM5sV,['Chuck Willis']
4149,Whispering Bells,spotify:track:0VRJtAPuTBrYTfAjVp7HD9,['The Del-Vikings']
4150,"Stay Fly (feat. Young Buck, Eightball & MJG)",spotify:track:5FGs2enRe23RODlTmGYbX6,"['Three 6 Mafia', 'Young Buck', '8Ball', 'MJG']"
4151,Now That We Found Love,spotify:track:1KONmY3enP3r3nIPQidWAy,"['Heavy D & The Boyz', 'Aaron Hall']"
4152,Here I Am (Come And Take Me),spotify:track:6YR2MkzMhojHBmW1TbXtZO,['UB40']
4153,Dirty Water,spotify:track:11sGMdEqalkocgfOKFfQdI,['The Standells']
4154,Think Twice,spotify:track:3597XbK7cHfyEBHrmbkujE,['Brook Benton']
4155,Suzie Q,spotify:track:6Jp0GuFxAYbTdre1uUPgaB,['Creedence Clearwater Revival']
4156,Red Roses For A Blue Lady,spotify:track:2U8i316GHJMluI42xqbThK,['Vic Dana']
4157,Go Now,spotify:track:0aE88kbyvVtBx9lcyv95fe,['The Moody Blues']
4158,Rock Me,spotify:track:5os6mvXLYS4nNhQ87BKCu0,['Steppenwolf']
4159,Don't Do Me Like That,spotify:track:487KLCKteHJzeoGdbBrgkq,['Tom Petty and the Heartbreakers']
4160,Romeo - Radio Edit,spotify:track:7xez8LRby1hw2nBvse9E9e,['DINO']
4161,My Hometown,spotify:track:6dahFmHrgncgVJjsI1ws7e,['Bruce Springsteen']
4162,Excuse Me Miss,spotify:track:6JW8DqCEOWaj8z5AIx4ugf,['JAY-Z']
4163,Around The Way Girl,spotify:track:6jL1SnyXcXiKOmw4M2RnmT,['LL Cool J']
4164,"Get Down, Get Down",spotify:track:6mCF61EEMO0cqFnWi7ttjI,['Joe Simon']
4165,Second Hand Love,spotify:track:31VPCc2oDCOSlfltUSEJlk,['Connie Francis']
4166,My Special Angel,spotify:track:2mIa7yUMZyREQXxrRpkefS,['The Vogues']
4167,Do You Know the Way to San Jose,spotify:track:3ADQ9jGCJ6MfSbIZqtbVj2,['Dionne Warwick']
4168,"How Does That Grab You, Darlin'?",spotify:track:3l35DNYvWELcX1z1DIZ6Tf,['Nancy Sinatra']
4169,I Got A Name,spotify:track:2sbF2F1fIKylqW79XFLbH8,['Jim Croce']
4170,Born To Be With You - 1956 #5 Billboard chart hit,spotify:track:5VWLOq3SaTBTPT42f8dAcI,['The Chordettes']
4171,Bang a Gong (Get It On) - 2003 Remaster,spotify:track:6FsQrRpBLgsrFeAeiQqytm,['T. Rex']
4172,If You Can Want - Album Version / Stereo,spotify:track:7fPsufYZIbnWjAnXxiC0Xe,['Smokey Robinson & The Miracles']
4173,Little Bitty Pretty One,spotify:track:2qaGMK8nz9N3jTKT0vVIbB,"['Thurston Harris', 'The Sharps']"
4174,Summertime,spotify:track:4qH8fQ5Ub2r6llHnrRGM3w,['Billy Stewart']
4175,A Little Bit More - Single Version,spotify:track:4QWJPSWldf2DuEeE24Ih5N,['Dr. Hook']
4176,Shape of My Heart,spotify:track:35o9a4iAfLl5jRmqMX9c1D,['Backstreet Boys']
4177,What It Takes,spotify:track:1a6VLZ3BplAosOWmCcFDAW,['Aerosmith']
4178,I Hate Myself for Loving You,spotify:track:2HXixVqzzm9rEUIMAWzshl,['Joan Jett & The Blackhearts']
4179,Stairway to Heaven - Remastered,spotify:track:10ymkypERURjmaJXm7VeI6,['Neil Sedaka']
4180,Doing It All For My Baby,spotify:track:4c6KvhVNtJSCgNV6HfFhln,['Huey Lewis & The News']
4181,On Fire,spotify:track:0B2ZuTLZnWQ6gz8RlNwBu1,['Lloyd Banks']
4182,What I've Done,spotify:track:18lR4BzEs7e3qzc0KVkTpU,['Linkin Park']
4183,Love Is on the Way,spotify:track:3F3n2V9XBrtb1omqLfcNPe,['Saigon Kick']
4184,Blue Jean - 1999 Remaster,spotify:track:34Pobuh81Cvth4YZ6qdLdI,['David Bowie']
4185,She Wants to Dance with Me,spotify:track:40RrsR16maAWMtBX6iav7d,['Rick Astley']
4186,Jerk Out #3,spotify:track:2QzLYgjE7zTj1lb6Wi1aPx,['The Time']
4187,Goodbye To Love,spotify:track:1Hkjw3qKQ7Bmb0Tu5gzp3D,['Carpenters']
4188,Pride And Joy - Album Version / Mono,spotify:track:4Q5UuGPTIZLFfhXcS9hbgN,['Marvin Gaye']
4189,No Son of Mine - 2007 Remaster,spotify:track:6YsCavQbx3YITYsnIKvF3j,['Genesis']
4190,Get Down On It - Single Version,spotify:track:6tdp8sdXrXlPV6AZZN2PE8,['Kool & The Gang']
4191,Good Time Baby,spotify:track:5Zt2tF219dfVI32VAORqXH,['Bobby Rydell']
4192,Move Bitch,spotify:track:1Q9b6CeMcDuO0uq5OJCrqu,"['Disturbing Tha Peace', 'Ludacris', 'Mystikal', 'I-20']"
4193,I'll Give All My Love to You,spotify:track:4L9VA69sfZKK5HAs5zP22I,['Keith Sweat']
4194,Stand By Me,spotify:track:6QeBPf8oEpIU55p1LqiUJv,['Spyder Turner']
4195,Sorry 2004,spotify:track:4vey3VC7ZROIESUu0kgiBc,['Ruben Studdard']
4196,(If You Let Me Make Love to You Then) Why Can't I Touch You?,spotify:track:637SLX7M0xzkP6V1acSxJp,['Ronnie Dyson']
4197,(What A) Wonderful World,spotify:track:2g2GkH3vZHk4lWzBjgQ6nY,['Sam Cooke']
4198,American Boy (feat. Kanye West),spotify:track:41on8RwRh22IHcChAN2gm8,"['Estelle', 'Kanye West']"
4199,Rockin' Chair,spotify:track:7Fv1ofVT92zx0XNJEEmmRW,['Gwen McCrae']
4200,Please Love Me Forever,spotify:track:3OQKbbNj1PhNHKWFUcuIJ5,['Cathy Jean & The Roommates']
4201,Jesse,spotify:track:2ifpWVChV5iLsHozrX6IHQ,['Carly Simon']
4202,Valerie,spotify:track:3nQuDlaVZApyrG6tdsETe0,['Steve Winwood']
4203,Say Goodbye,spotify:track:75KdMdPqZGO3FGNtpByM1p,['Chris Brown']
4204,Laugh at Me - Single Version,spotify:track:1TdmzgmdjrKQjJWk4jTGlO,['Sonny Bono']
4205,Keep Coming Back,spotify:track:0GMFC1osUTm2qKycgHdwWD,['Richard Marx']
4206,It's No Crime,spotify:track:2zFqQ0xLiMHOVUuV5zw9Gq,['Babyface']
4207,Everybody Everybody,spotify:track:24lF0of2nbQlTYDU8i6glX,['Black Box']
4208,What Kind of Man Would I Be?,spotify:track:6XvDozCQhTvSutezyoYgB0,['Chicago']
4209,Life in a Northern Town,spotify:track:4m3OS54KWywYhP7WD7z1cg,['The Dream Academy']
4210,Don't Get Me Wrong - 2007 Remaster,spotify:track:6Wiamk8BAAP50gAAJopsy2,['Pretenders']
4211,Pop Life,spotify:track:5frTNUfeDGOHRo8Cc7ny9R,['Prince']
4212,Nite and Day,spotify:track:3r0Rhl5Zdo9YjACZNsaBvN,['Al B. Sure!']
4213,I Get Lonely,spotify:track:5xLDmkobOw674TLTBBmnuN,['Janet Jackson']
4214,On the Street Where You Live,spotify:track:4oCGnINvzJI8F5KWDajAOQ,['Vic Damone']
4215,Mockingbird,spotify:track:561jH07mF1jHuk7KlaeF0s,['Eminem']
4216,Please Remember Me,spotify:track:4C5pVpypNmXpSN42rIqmpK,['Tim McGraw']
4217,Get Here,spotify:track:1KT3ndndHOGXePgC4o0Jq9,['Oleta Adams']
4218,How You Gonna See Me Now,spotify:track:0spN4UlSI0X6YSYCWpSzgz,['Alice Cooper']
4219,One,spotify:track:3G69vJMWsX6ZohTykad2AU,['U2']
4220,"Not Tonight (feat. Da Brat, Left Eye, Missy ""Misdemeanor"" Elliott and Angie Martinez) - Remix",spotify:track:42OhQBFNIbMyxRGxyPOvQA,"[""Lil' Kim"", 'Angie Martinez', 'Lisa ""Left Eye"" Lopes', 'Da Brat', 'Missy Elliott']"
4221,All or Nothing,spotify:track:5GlfedQRFCcgshbHcCcXcB,['Milli Vanilli']
4222,Something's Burning,spotify:track:4m9zF5OiikfhWTjcXTHAJx,['Kenny Rogers & The First Edition']
4223,In My Little Corner of the World,spotify:track:1NAvZNIUfC79QACBJ7qhK0,"['Anita Bryant', 'Lew Douglas And His Orchestra']"
4224,She Hates Me,spotify:track:1uwTmwkjv7wFImfzegvdI6,['Puddle Of Mudd']
4225,The Arms of the One Who Loves You,spotify:track:6Zyk31Yyk7AUU1TTJn7plb,['Xscape']
4226,Mysterious Ways,spotify:track:50JK22El2PTIzZBU2liLDI,['U2']
4227,I Won't Hold You Back,spotify:track:7D4EtbE7LfQiH8CWj7fQoz,['TOTO']
4228,This One's for the Children,spotify:track:78bDGxqn2KF2VU1G3Kz6J0,['New Kids On The Block']
4229,Bring Em Out,spotify:track:7u6aTzXw1JtiK5sr7XctFs,['T.I.']
4230,Dungaree Doll,spotify:track:5SsInWpEd1SyHEDAJldWJJ,['Eddie Fisher']
4231,Can't Get It out of My Head,spotify:track:1f94GhohgeVq9SNwyFI691,['Electric Light Orchestra']
4232,That's the Way of the World,spotify:track:2R4zFg4zs7IedThPY3CyAI,"['Earth, Wind & Fire']"
4233,Engine Engine #9,spotify:track:02Qh7RYh2G93FQCLXODZ0a,['Roger Miller']
4234,La Dee Dah,spotify:track:3AV2hTe0x2SrcL4ZQr3I0a,['Billie & Lillie']
4235,La La La (If I Had You),spotify:track:5F8WsPoT5Dq7ngyuGuEWLB,['Bobby Sherman']
4236,100 Proof Aged In Soul - Somebodys Been Sleeping,spotify:local:::100+Proof+Aged+In+Soul+-+Somebodys+Been+Sleeping:249,['']
4237,Close To Cathy,spotify:track:4EKhJzaAkrlpamL0SDrSw7,['Mike Clifford']
4238,Victory,spotify:track:4P9OJQla3mxJejqKWYgC6u,['Kool & The Gang']
4239,Same Old Lang Syne,spotify:track:4Vl4sf0EljY8GxAyjqJD6p,['Dan Fogelberg']
4240,Sentimental Street,spotify:track:00bFaR6IDOyGSuRDpmFotJ,['Night Ranger']
4241,Too Funky - Remastered 2006,spotify:track:42oNny7A4CqwQzmCLTRXv9,['George Michael']
4242,Hurt So Bad,spotify:track:6DQujLikM8f13WhvnRPyi8,['Little Anthony & The Imperials']
4243,Montego Bay,spotify:track:6TBUBqz21JmF2hkeRbnwme,['Bobby Bloom']
4244,Anytime You Need a Friend,spotify:track:0S8xKy1efKy3LvR53qe3Cq,['Mariah Carey']
4245,Love Her Madly - New Stereo Mix,spotify:track:3dtPq8REcLz2LszvzU79i6,['The Doors']
4246,Single Girl,spotify:track:1hlOPwV7n3lM3ZHcKrOqhB,['Sandy Posey']
4247,"Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version",spotify:track:31vgSRfK5YOGSCAfj6zPAS,['The Rolling Stones']
4248,Ain't Too Proud To Beg,spotify:track:4CoGNqLap7UGU5Q3VdKug0,['The Temptations']
4249,Love Me Warm And Tender,spotify:track:2gpLU5dhDI62Oo5I3kzJTZ,['Paul Anka']
4250,Whip It,spotify:track:4sscDOZCkbLSlDqcCgUJnX,['DEVO']
4251,Baby Love,spotify:track:49XFzK6rmS6qahfX73tzkY,['Regina Belle']
4252,Take These Chains From My Heart,spotify:track:3FQWctzZxGRaIbzX6YDNPB,['Ray Charles']
4253,Get Back,spotify:track:3njpLvANriMsdv3dgADEad,['Ludacris']
4254,Since I Don't Have You,spotify:track:7lsnsM39mjdDKEbge48Ezx,['The Skyliners']
4255,Rain On Me,spotify:track:1YZBMqN8kHaaRPXpQTC3kb,['Ashanti']
4256,When It's Love - 2004 Remaster,spotify:track:29bHhgUzXgUWhWaQAff4rc,['Van Halen']
4257,When Will I Be Loved?,spotify:track:0Bxtpg3diKMeQ64e926kUJ,['The Everly Brothers']
4258,Western Movies,spotify:track:0WUdKQSHjrM8qQYXx2ORRO,['The Olympics']
4259,Bossa Nova Baby,spotify:track:22Z6ClJxSRovjPiswfCg3V,['Elvis Presley']
4260,Free Your Mind,spotify:track:2vG1yrWSMiL6egg6w4e9ma,['En Vogue']
4261,Nothin' But A Good Time - Remastered 2006,spotify:track:2V8KvnD5LVeeDChMWEkSzC,['Poison']
4262,Never Tear Us Apart,spotify:track:1qQSRy9DjrGh3jtsSCU6B1,['INXS']
4263,Because the Night - Live Unplugged,spotify:track:5VzvK7YiwWbRePA2JOzhYq,"['10,000 Maniacs']"
4264,Cats In The Cradle,spotify:track:5x9RZg7HfXGY3JayXL3seF,['Ugly Kid Joe']
4265,The Clapping Song,spotify:track:4aXv7B4upkzBRUbbckkORq,['Shirley Ellis']
4266,Fresh,spotify:track:7HTHK24pupbsAToJ4KGc35,['Kool & The Gang']
4267,Right On Track,spotify:track:3UiuKZWtgXjeAfnfGqIeu0,['Breakfast Club']
4268,Cross My Broken Heart,spotify:track:0lccZpdMhW10Qs5iP0j727,['The Jets']
4269,I Only Have Eyes For You - Single Version,spotify:track:3pHKy8Vmwi52p7V9ADdmTU,['The Flamingos']
4270,Along Came Jones - 2007 Remaster; Remastered,spotify:track:7oxjjKuDTPRYpPvYveG6sV,['The Coasters']
4271,This Time I Know It's for Real,spotify:track:47XPUkAsZjZ96UzaYO7sEC,['Donna Summer']
4272,Faithfully,spotify:track:57ebBLITHpRgRKGrlbxMZS,['Journey']
4273,Stop And Smell The Roses,spotify:track:2bYTCkWMQ23A74P7SNspsN,['Mac Davis']
4274,From This Moment On - Pop On-Tour Version,spotify:track:0vswnzoKvhNkT1ehc0Tt19,['Shania Twain']
4275,Ballerina Girl,spotify:track:0MTgfkVJgGAJMnnF1QKU6B,['Lionel Richie']
4276,Moon River - Remastered,spotify:track:0gljCof9FFOHKvxznqNR23,['Henry Mancini']
4277,Don't Shed a Tear,spotify:track:71Rr9TzqLF8NwsexpfyipC,['Paul Carrack']
4278,I Remember You,spotify:track:4ZpXHlV2vQVfPXUvbDSZ92,['Skid Row']
4279,The 8th Day-She's Not Just Another Woman,spotify:local:::The+8th+Day-She%27s+Not+Just+Another+Woman:186,['']
4280,Anything,spotify:track:2AtBXRPCZhtIqSGF5ap33B,['3T']
4281,I Can't Stop Dancing,spotify:track:3M0q4XYoBOGGCKaCIfsr9L,['Archie Bell & The Drells']
4282,On Broadway - 2018 Remaster,spotify:track:5HZ8bIT0m6mISuC86ogrlE,['The Drifters']
4283,Whispers (Getting Louder),spotify:track:62IemfSmPDN0S5tSxhNab0,['Jackie Wilson']
4284,I'm Ready For Love,spotify:track:60FJSbAFOA02Rl8dpYLqXF,['Martha Reeves & The Vandellas']
4285,Don't Bring Me Down,spotify:track:3AbkoN2ULACg0J0qu9lO4B,['The Animals']
4286,Fool (If You Think It's Over),spotify:track:5GYzxG9pPDGOBiQrynxjQm,['Chris Rea']
4287,Invisible Man,spotify:track:5EOGZmuU56m3fFhqr4HCLe,['98º']
4288,Wrapped Around Your Finger - Remastered 2003,spotify:track:57ljIAuzZgBSzHr3hLYzLZ,['The Police']
4289,Heaven Help Me,spotify:track:4ihqSCopukVi1gqDseWiLb,['Deon Estus']
4290,Walk Don't Run '64,spotify:track:7lDboGMcLnBlmFipnaNOdC,['The Ventures']
4291,If I Had a Hammer - 2004 Remaster,spotify:track:6R9LiK1WhfnTvFsVfusdQl,"['Peter, Paul and Mary']"
4292,I'll Meet You Halfway,spotify:track:5UWE6Y779YiIJVwZWOKYT1,['The Partridge Family']
4293,Déjà Vu (Uptown Baby),spotify:track:33i1NxhGadaXhPgJaiD6ad,"['Lord Tariq', 'Peter Gunz']"
4294,Kissing a Fool - Remastered,spotify:track:1sEGwuvScFU2uNzlI7Aepy,['George Michael']
4295,Jenny Take a Ride,spotify:track:50tRNBng58RBIZqD1rYVUE,['Mitch Ryder and The Detroit Wheels']
4296,Here We Are,spotify:track:4asTNYhhrp323lLp81KIKQ,['Gloria Estefan']
4297,Cheers (Drink To That),spotify:track:46MDLc0Yip6xCMSsdePOAU,['Rihanna']
4298,Waiting On the World to Change,spotify:track:5imShWWzwqfAJ9gXFpGAQh,['John Mayer']
4299,Dick Hyman - Moritat (Theme From Threepenny Opera) 1956,spotify:local:::Dick+Hyman+-+Moritat+%28Theme+From+Threepenny+Opera%29+1956:138,['']
4300,The Bible Tells Me So,spotify:track:4sVNeUaiMHh0MhjtMyibxH,['Don Cornell']
4301,You'll Lose A Good Thing,spotify:track:7FVwcvemv4IGBBgaP4V7mE,['Barbara Lynn']
4302,"Liar, Liar",spotify:track:3VOS2LMDQT1t7CjoiQWRqW,['Castaways']
4303,Just One Look,spotify:track:154uJXAUVoqvV5on0w03a0,['Doris Troy']
4304,Breathless,spotify:track:7HjYXL4gz3KVgW1g7jRQon,['Jerry Lee Lewis']
4305,Money Honey,spotify:track:5fPgZkaDR5VfkObCsQfbLv,['Bay City Rollers']
4306,Promises,spotify:track:1oar8gdDX5yHWzVstAHDav,['Eric Clapton']
4307,Emma - 2011 Remaster,spotify:track:4Nz2zdOPZvE10Tv9fuIDaG,['Hot Chocolate']
4308,Sugar Walls,spotify:track:1noELWXA5Cv0Ci4j8crir6,['Sheena Easton']
4309,Unpredictable (feat. Ludacris) - Main,spotify:track:3UNrtRxBBlWE70SjxnOo02,"['Jamie Foxx', 'Ludacris']"
4310,"Where Do I Begin - Love Theme from ""Love Story""",spotify:track:45FLu3nL1iMYXYPzhqLdko,['Andy Williams']
4311,Tell Me It's Real,spotify:track:6Bd9hh3O9DMjm8hws64D0z,['K-Ci & JoJo']
4312,"Surrender To Me - From ""Tequila Sunrise"" Soundtrack / Remastered",spotify:track:0Mqlf5OTGoeUgoeqL1Mzew,"['Ann Wilson', 'Robin Zander']"
4313,Hey Girl,spotify:track:3vZyw7jyBpwgIEExgEOGJd,['Freddie Scott']
4314,Love Will Turn You Around - Remastered 2006,spotify:track:18rkApva2KA6mIlz2dMMB7,['Kenny Rogers']
4315,Call on Me - 2002 Remaster,spotify:track:5BCPL5mWm6UqI4atl18kVm,['Chicago']
4316,Whip Appeal,spotify:track:3KwBXx4v79jKrITc0WBw6H,['Babyface']
4317,Along Comes Mary,spotify:track:5uKicxW4RaLDnFsDTbhW8s,['The Association']
4318,Bimbombey,spotify:track:4SUe5YYM38r0eVuTRrTyv1,['Jimmie Rodgers']
4319,Lido Shuffle,spotify:track:2NtqZmfRIDkXJ2YvY2Kv1F,['Boz Scaggs']
4320,Promise,spotify:track:1X1KDnhTnb28tpJlgOV3lD,['Jagged Edge']
4321,Don't Play That Song,spotify:track:4M1zcX803dgkDkISHZDPYi,['Aretha Franklin']
4322,A Walk In The Black Forest,spotify:track:3msjvrkCvIzUNJHULcAafN,['Horst Jankowski']
4323,Piano In The Dark,spotify:track:70RPjUR5l0jmBQndfNXP0z,['Brenda Russell']
4324,Yes We Can Can,spotify:track:7FpGAivMuzzBcnOlHZnouD,['The Pointer Sisters']
4325,Invincible - Vocal Edit; 2005 Remaster,spotify:track:0TMs3BPifkJco5Qp3fLRg4,['Pat Benatar']
4326,Dancing in the Street - 2002 Remaster,spotify:track:6FnuMo55jNECTDdS1nD5H0,"['David Bowie', 'Mick Jagger']"
4327,Just Like Paradise,spotify:track:5ZY7Gug850kv4heJcWZGHM,['David Lee Roth']
4328,I Need You,spotify:track:7LQHBl2QcDWc6MqqTirZvW,['LeAnn Rimes']
4329,I'm Into Something Good,spotify:track:3z6m2FukK7Vd5xYrjOLDLR,"[""Herman's Hermits""]"
4330,I Wanna Love Him So Bad,spotify:track:7IDxcGaWnZ10Fdbacfc1iQ,['The Jellybeans']
4331,"War - Live at LA Coliseum, Los Angeles, CA - September 1985",spotify:track:1sTeIjsjonMTTQyffRgehj,['Bruce Springsteen']
4332,When It's Over - Remastered,spotify:track:3eWxADd1CLwJVhyPzrCpl8,['Sugar Ray']
4333,So Fine,spotify:track:0TX0SRmxbm5ccRJfenC0Gx,['The Fiestas']
4334,Lonely Teenager,spotify:track:3heOkAfstVuhK57gYlJI2J,['Dion']
4335,Linger,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,['The Cranberries']
4336,So What,spotify:track:0Uc706myy6Th7I6KQ9xA1x,"['Field Mob', 'Ciara']"
4337,Take Time to Know Her,spotify:track:1JI9q9tRbtgZ0QSoAaGQtk,['Percy Sledge']
4338,If I Could Build My Whole World Around You,spotify:track:5P4eB5GJ9uno8Q020iJjje,"['Marvin Gaye', 'Tammi Terrell']"
4339,Dreamin',spotify:track:0l7wDoxzSKOzimi6tTWey7,['Vanessa Williams']
4340,Place In This World,spotify:track:0PKTBeN87JYJ1mRzrq5Aog,['Michael W. Smith']
4341,Popeye the Hitchiker,spotify:track:5ElpKIIJkl1J1kMW1vPqrd,['Chubby Checker']
4342,Theme from The Rockford Files (feat. Larry Carlton),spotify:track:5ZX5pIdGQaeHxtHHe7v6ku,"['Mike Post', 'Larry Carlton']"
4343,Oops!...I Did It Again,spotify:track:6naxalmIoLFWR0siv8dnQQ,['Britney Spears']
4344,Call Me (Come Back Home),spotify:track:2THyR0on3DrsfXBtRrLZgK,['Al Green']
4345,Already Gone,spotify:track:7ceIquYtiTYlgSSm7PqUf9,['Kelly Clarkson']
4346,Here We Go Again!,spotify:track:6BDzQttUdcszjA8Fxqo1zQ,['Portrait']
4347,Thieves in the Temple,spotify:track:403oiKw757eJnbDKPSjhHV,['Prince']
4348,Spies Like UsPaul McCartney,spotify:local:::Spies+Like+UsPaul+McCartney:288,['']
4349,Woodstock,spotify:track:2iqKVzMZpyUVPwxIVaQkhm,"['Crosby, Stills, Nash & Young']"
4350,Maybellene - Single Version,spotify:track:22MbC8gTKpaqNTrmgXQfbJ,['Chuck Berry']
4351,Put Your Hands Together,spotify:track:6LhXQZ3tyooLASS2yJa5oe,"[""The O'Jays""]"
4352,Tryin' to Get the Feeling Again,spotify:track:3IBQzAK4iqnqjklEWg5eJ6,['Barry Manilow']
4353,Chanson d'Amour,spotify:track:7GexqFhObDOMR3a4PRh87Q,['Art And Dotty Todd']
4354,Stop Stop Stop,spotify:track:48N68frjT3ysb9EVOZKjEl,['The Hollies']
4355,Haunted House,spotify:track:3xzXCsGbGZD8RXhKHso6d0,['Gene Simmons']
4356,It's All About Me,spotify:track:4Wtk0YYWUcx1JYicaq5Jd0,['Mýa']
4357,Boogie Woogie Bugle Boy,spotify:track:7MuMALGZV3KhVA9AS9TFup,['Bette Midler']
4358,Prove Your Love,spotify:track:54s2vr3mFzfLeZtLgttFV5,['Taylor Dayne']
4359,I Remember Holding You,spotify:track:1vg9QIylIW01JyfvDtfd4H,['Boys Club Band']
4360,Sweet Seasons,spotify:track:2CQhvHR4xM8uyAKwZYCaJx,['Carole King']
4361,Mrs. Officer,spotify:track:0EHR9OObFtjlhQB8wSt1m7,"['Lil Wayne', 'Bobby V.', 'Kidd Kidd']"
4362,"Supernatural Thing, Pt. 1",spotify:track:62dhSmROhppvuWyeCeC730,['Ben E. King']
4363,Let's Talk About Sex,spotify:track:6hTBP6QLwJdxbKyLlLXrGo,['Salt-N-Pepa']
4364,Evil Ways,spotify:track:5tmrnhMxx39jnu3kjopMdP,['Santana']
4365,What Kind of Fool (Do You Think I Am),spotify:track:01IpNtCBRCrPj91rgARPl3,['The Tams']
4366,Move Along,spotify:track:2l57cfmCnOkwNX1tky02n1,['The All-American Rejects']
4367,Oye Mi Canto,spotify:track:3J6vrRMz6EfwH2sgYiyNhc,"['N.O.R.E.', 'Daddy Yankee', 'Nina Sky', 'Gemstar', 'Big Mato']"
4368,634-5789 - 2006 Remaster; Single Version,spotify:track:2oIqAImwgiiIhuQYFkzvS4,['Wilson Pickett']
4369,Real Real Real,spotify:track:5gbPzqSC9MFfkeM3L06Imy,['Jesus Jones']
4370,Head Over Heels,spotify:track:3rjONa9b7zc16b8nmXAuCG,"[""The Go-Go's""]"
4371,"Whoot, There It Is (Ultimix)",spotify:track:1PJM5F9oC7AKcdYROTv8EX,['95 South']
