,names,uri,artists
3844,Tell Him No,spotify:track:1uJ4ucYxBq30S7eeXgtAte,['Travis & Bob']
3845,Tired of Toein' the Line,spotify:track:6I1rRTrHoY0VDJPi64OYH5,['Rocky Burnette']
3846,Chug-A-Lug - Single Version,spotify:track:3nJsiJCloBZafMl8KzxCF5,['Roger Miller']
3847,Caught Up In You,spotify:track:3jYRpwbctfqB77uU7T7K3U,['38 Special']
3848,Slow Down,spotify:track:1BSmRSyHC1pSCnIdJb9MSs,['Bobby V.']
3849,6 Foot 7 Foot,spotify:track:0z5ZPs57J2KERwM1tBM2GF,"['Lil Wayne', 'Cory Gunz']"
3850,Copacabana - Remastered,spotify:track:3VgVhmZkA99quKw6O5NLNh,['Barry Manilow']
3851,White On White,spotify:track:6jNSLzZleQ0iprO0seAwun,['Danny Williams']
3852,Drag City,spotify:track:3yOYPyxa1KAhda8OoygJpT,['Jan & Dean']
3853,Let Me Love You Tonight,spotify:track:6vOMU2u38Z9Wru3CqPxcKs,['Pure Prairie League']
3854,You Beat Me To The Punch - Mono Single,spotify:track:4BFNngt7W02OP5okL0M66H,['Mary Wells']
3855,Jaded,spotify:track:4iihDHIoKZdOeOW1kFDUtR,['Aerosmith']
3856,We'll Be Together,spotify:track:4wBls5EkreWBeADdiavNp6,['Sting']
3857,Into The Night,spotify:track:0rhyBUAgNXwdyvGVXSrLzc,['Benny Mardones']
3858,Lola,spotify:track:0XvvqmKU9qggK9KW3CZqzM,['The Kinks']
3859,That's The Way Love Is - Album Version / Stereo,spotify:track:51rNR3jnXkoSN648KAXa1m,['Marvin Gaye']
3860,Swingin' School,spotify:track:2V0U78Xx4KY843bJbuq586,['Bobby Rydell']
3861,Lay Your Hands On Me,spotify:track:1P1QNBZVSPXXJok2vPVZof,['Bon Jovi']
3862,Water Song/Janie's Got A Gun,spotify:track:5XPDEg7yZT893Ocru6IEph,['Aerosmith']
3863,"Bad Boy - Shep Pettibone 7"" Remix",spotify:track:0ctLS56dl1YY2Jo0u3sbNk,"['Miami Sound Machine', 'Shep Pettibone']"
3864,I Love You More And More Every Day - Remastered,spotify:track:4I6OrFObPlJNl1bP2KZTjA,['Al Martino']
3865,Just A Little Bit Better,spotify:track:3mHv5hJCuFTvz3nomrFRJz,"[""Herman's Hermits""]"
3866,The Twelfth Of Never,spotify:track:3PWxV3hq6OufOycetcluN2,['Donny Osmond']
3867,If You're Ready (Come Go With Me),spotify:track:31HZiDuh3PmxY4KHu6yosB,['The Staple Singers']
3868,"When You're Hot, You're Hot",spotify:track:6sykijVtS1m8vxLnkKXrJ5,['Jerry Reed']
3869,Wait for You,spotify:track:0U969xYNlAyfzi8P1TaO7u,['Elliott Yamin']
3870,Blue Monday - Remastered 2002,spotify:track:65qEelojK51h5xe1MnyL0A,['Fats Domino']
3871,Electric Blue,spotify:track:5aWvinQcbc1W1WdP0GQ6J1,['ICEHOUSE']
3872,Pray,spotify:track:0l7CcMTq1k965KZPaAtsmR,['MC Hammer']
3873,Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,spotify:track:2yAVzRiEQooPEJ9SYx11L3,"['Eiffel 65', 'Gabry Ponte']"
3874,It's Raining Again,spotify:track:37iQ75CsNMJxwYrXxeTXpv,['Supertramp']
3875,The Way You Do The Things You Do,spotify:track:3496rr5XSGD6n1Z1OKXovb,['The Temptations']
3876,Cotton Fields,spotify:track:4FdR50ldxmxLq24wQTugP5,['The Highwaymen']
3877,When The Boy In Your Arms (Is The Boy In Your Heart),spotify:track:1lRj1c0fejEsPprkvLBib7,['Connie Francis']
3878,Silent Running,spotify:track:4ae0AmiDt3o18FvSmQOOYc,['Mike & The Mechanics']
3879,All Cried Out (with Full Force),spotify:track:2Q0HXXMkR28ZZkyX30UmLc,"['Lisa Lisa & Cult Jam', 'Full Force']"
3880,Sugar (feat. Wynter),spotify:track:4shgvM4ClrZeDiflNJwlGd,"['Flo Rida', 'Wynter Gordon']"
3881,Eres Tú,spotify:track:7bA0d6jzxTTWIBE8o7n41k,['Mocedades']
3882,Just Don't Want To Be Lonely,spotify:track:2sFPuANmnZ9jIjmpqJntRO,['The Main Ingredient']
3883,I'm Ready,spotify:track:1eGY6roK1W2vFIhDXu2lXq,['Tevin Campbell']
3884,The Cha-cha-cha,spotify:track:3uNwYoAfpfBtP3NqJKBWkC,['Bobby Rydell']
3885,Who Put the Bomp?,spotify:track:1rridE8TmAzg3Rci4BbZGx,['Barry Mann']
3886,All The Small Things,spotify:track:7yCPwWs66K8Ba5lFuU2bcx,['blink-182']
3887,Zip-A-Dee-Doo-Dah,spotify:track:6YPsVqkhl1JIvZFhqSO5Qy,['Bob B. Soxx & The Blue Jeans']
3888,Stop And Stare,spotify:track:48s0QHJgmiNsth3WEO6U4M,['OneRepublic']
3889,Breaking Up Is Hard To Do - Slow,spotify:track:4Waq4F9A8L2R8KrQD87r0b,['Neil Sedaka']
3890,You and Me - 2002 Remaster,spotify:track:5cb5zy7M3thVbZxjSK5Cvh,['Alice Cooper']
3891,Call Me When You're Sober,spotify:track:663Karu2rvKLdnY0eo1n3M,['Evanescence']
3892,Roll To Me,spotify:track:7LF0YY1gON8rBECsyEs0Wb,['Del Amitri']
3893,Too Much Time On My Hands,spotify:track:4hWUOIDHda9XOb1zDchftP,['Styx']
3894,Cry for Help,spotify:track:74Rd4iT0MwRNq7jV1gN4og,['Rick Astley']
3895,I'll Be Doggone,spotify:track:1Jb3G7XkSuPR60ZeUaub6N,['Marvin Gaye']
3896,At Your Best (You Are Love),spotify:track:4lRrk574qIHpoEEKC1zuam,['Aaliyah']
3897,You Won't See Me,spotify:track:3zVjX2rAPykGZrwQx2BCex,['Anne Murray']
3898,Beach Baby,spotify:track:3gOsZGaMej7EMVy6VBjxHM,['First Class']
3899,Shake It,spotify:track:5619Ojc6t9evEEs3B7Drhe,['Metro Station']
3900,Her Royal Majesty,spotify:track:1cPxnXUCio2zV6yE4pWZ25,['James Darren']
3901,Going Up The Country,spotify:track:57460SJgSpCXaRJ9YIYHxy,['Canned Heat']
3902,You'll See,spotify:track:0Fb8sdyNluLawg08N1zs48,['Madonna']
3903,Our Winter Love,spotify:track:0JmKH7HTEvOvEqKkoEEaLo,['Bill Pursell']
3904,I Hope You Dance,spotify:track:65B1tEOv5W294uCKbmEcFV,['Lee Ann Womack']
3905,C'mon Marianne,spotify:track:7azOozeUjGM5QCWfy2ZvaY,['Frankie Valli & The Four Seasons']
3906,Love In An Elevator - Single Version,spotify:track:1l6DV8qhmCdgOKLSAFzPOe,['Aerosmith']
3907,Roni,spotify:track:6mdNRnbiVerwM8kGCS1KwD,['Bobby Brown']
3908,All I Need Is a Miracle,spotify:track:1VKXBgsRK7lWDSVbfANlf3,['Mike & The Mechanics']
3909,Jennie Lee,spotify:track:5S1n1KAbzIxy9aNDke9xwq,['Jan & Dean']
3910,Summertime Blues,spotify:track:44XGMLszaOWD7k4LsJMcWa,['Eddie Cochran']
3911,Son of a Preacher Man,spotify:track:7odHgoLFi3GQ90E9PeraI3,['Dusty Springfield']
3912,Superstar (feat. Matthew Santos),spotify:track:7dltD9eEX7X1zk8JJ9BS0e,"['Lupe Fiasco', 'Matthew Santos']"
3913,One Wish,spotify:track:5qrzhg9Fmu8Amg2uMhHfe5,['Ray J']
3914,Be Near Me,spotify:track:3uPPyObpdTyW8cfYghT8LA,['ABC']
3915,I'll Tumble 4 Ya - Remastered 2002,spotify:track:5Xn3VOkgwwVs8Qpx3ueygz,['Culture Club']
3916,Spanish Harlem,spotify:track:3UCmuRdeTriWgOZMEJsfqZ,['Ben E. King']
3917,Polk Salad Annie,spotify:track:12wB4syL3O9w54bpe1tmZX,['Tony Joe White']
3918,"Everybody's Talkin' - From ""Midnight Cowboy""",spotify:track:7CAhxeaTYXn1qWNRkZl9ad,['Harry Nilsson']
3919,Don't Stand So Close To Me - Remastered 2003,spotify:track:4DIRsQfLk2mfcrIOQNgAlm,['The Police']
3920,Love Is the Answer,spotify:track:2jto2mk883akXynLqkdung,['England Dan & John Ford Coley']
3921,Mirage - Single Version,spotify:track:4wg2fVMukZI9BFnL64NpGj,['Tommy James & The Shondells']
3922,Chain Hang Low,spotify:track:0tYPj0NYa7vjlJaqlRSnJb,['Jibbs']
3923,Honey Cone - Stick-Up,spotify:local:::Honey+Cone+-+Stick-Up:169,['']
3924,Price of Love,spotify:track:56y9EmjGAAejQ6QX9blIGI,['Bad English']
3925,The Boy from New York City,spotify:track:6HXiCCertmHIfuVHDdZ8QG,['The Ad Libs']
3926,Layla,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,['Derek & The Dominos']
3927,Tyler Collins Girls' Nite Out,spotify:local:::Tyler+Collins+Girls%27+Nite+Out:256,['']
3928,What About Us? - Radio Mix,spotify:track:0eekSctODhz1mYa5zatZ7f,['Brandy']
3929,Walk Away From Love,spotify:track:2SMrfht8OcpV3IsrYYGaKL,['David Ruffin']
3930,Silent Lucidity - Remastered 2003,spotify:track:6OSyCAmXT4Gkd3OQ2aPOaF,['Queensrÿche']
3931,All Right,spotify:track:5tE2kEW1Jom3Qc93UPBT79,['Christopher Cross']
3932,Get Off - Remastered,spotify:track:21IypW8aMJ2iUhzrXe3hKO,['Foxy']
3933,Respect Yourself,spotify:track:5GIyNhDmHO5oUI2CWyKQ2e,['Bruce Willis']
3934,Love Like This,spotify:track:7MQywXGHEev7JmwwIzMcao,['Faith Evans']
3935,I Was Made for Dancin',spotify:track:3kovBaZ1LGLH1PL31qG7cL,['Leif Garrett']
3936,"Baby, I'm For Real",spotify:track:1yJ6EO6T7uLWHkCFdSEAoY,['The Originals']
3937,Hocus Pocus,spotify:track:2uzyiRdvfNI5WxUiItv1y9,['Focus']
3938,Natural High - Single Version,spotify:track:73etijhz7pV4Wx7GTANLpq,['Bloodstone']
3939,Jam Up Jelly Tight,spotify:track:4vHHaoMKD9pi4WIfLcJfaq,['Tommy Roe']
3940,Jingle Jangle,spotify:track:4cOObTzrGKtmgGQ1EBB4a6,['The Archies']
3941,See the Funny Little Clown,spotify:track:3k5g8Ovwx2OXjCEQu7rhbQ,['Bobby Goldsboro']
3942,Stand - Remastered,spotify:track:22UhQSbYimuCnvI0Y07gFX,['R.E.M.']
3943,They Don't Know,spotify:track:0tOkXHcYsR2Y07XiGl0Yme,['Tracey Ullman']
3944,Blowin' In The Wind - Single Version,spotify:track:5Iyi2RlIRffIbFXwv75H6q,['Stevie Wonder']
3945,Alone At Last,spotify:track:5QZyGPDlIyk75zl8sOOXbh,['Jackie Wilson']
3946,Take Me Home,spotify:track:1wM8UDrtBxRZCv5gszeDHr,['Cher']
3947,Who's Holding Donna Now?,spotify:track:3JTDWEeBbDifd5ylAMyaly,['DeBarge']
3948,Crimson and Clover,spotify:track:4do0Z0rHdFUV3RSMxMQsdq,['Joan Jett & The Blackhearts']
3949,On And On,spotify:track:3b930XMJSGl2qFh8t0HLeC,['Stephen Bishop']
3950,"Gee Whiz, Look At His Eyes - Single/",spotify:track:1x0jeewRxIfiPOZeG4mU5i,['Carla Thomas']
3951,Keep On Pushing - Single Version,spotify:track:5YzzqZxDintLqLyBVXSuUM,['The Impressions']
3952,Just To Be Close To You - Single Version,spotify:track:5Zls7JCdsN1u8iHIXPOTDG,['Commodores']
3953,Sure Gonna Miss Her - Remastered,spotify:track:4hfOj6QRc3kTtq5l2WmsRB,['Gary Lewis & The Playboys']
3954,She's Out of My Life - Single Version,spotify:track:6NGsHLZYGVAkXTFr75WWnn,['Michael Jackson']
3955,In The Dark,spotify:track:1pbHy9VBpSyZh56xuujZz0,['DEV']
3956,The Last Time - Mono Version,spotify:track:7foiOmd1Je7Z0D3TaZCDro,['The Rolling Stones']
3957,Arizona,spotify:track:2RtmMC4btQbvQ9w5KxPZpy,['Mark Lindsay']
3958,Up The Ladder To The Roof,spotify:track:2sHahlW8ib7C7GkuV39tKR,['The Supremes']
3959,Don't Stop Believin',spotify:track:77NNZQSqzLNqh2A9JhLRkg,['Journey']
3960,Something's Gotta Give,spotify:track:5CymSasio6uMS3uPBbrd3R,['The McGuire Sisters']
3961,Just To See Her,spotify:track:3ylqPQZ027pgjaRuliOUlI,['Smokey Robinson']
3962,Don't Be Money Honey - Remastered,spotify:track:41QpewNnHr26FUXHqcXofw,['Linda Scott']
3963,I Understand,spotify:track:64OEadvi2rhN0Y13sK2gks,['The G Clefs']
3964,Mickey's Monkey,spotify:track:28ODIjaThE6hBOUAAl7y3W,['Smokey Robinson & The Miracles']
3965,I Don't Want to Live Without You,spotify:track:19aYH2zhbnTNx4plfenrIk,['Foreigner']
3966,Coming Home Soldier,spotify:track:0EDDzuxDc8oBkXV4X372Az,['Bobby Vinton']
3967,Nashville Cats - 2003 Remaster,spotify:track:4WVDaesMXyHKO8jyr9w6tE,"[""The Lovin' Spoonful""]"
3968,I Dig Rock and Roll Music - 2004 Remaster,spotify:track:5pDM1xfBg3IL1yMvroLW88,"['Peter, Paul and Mary']"
3969,Don't Cry,spotify:track:3rZLNPadgHyZ2ST4UgrsI1,['Asia']
3970,Strange Way,spotify:track:7rUJeKMV1KW64EBcwHYJ5P,['Firefall']
3971,Reeling In The Years,spotify:track:3Xe4JagghOfs9NF1xaqbb8,['Steely Dan']
3972,In the Closet - Single Version,spotify:track:00r8TWNSkGnMDLqpxd4wia,['Michael Jackson']
3973,She's All I Ever Had,spotify:track:0a9cmtHZhZxOdVg2avIGx1,['Ricky Martin']
3974,Hold Your Head Up,spotify:track:1G4ldEIb2HXaLUsEu9lcHo,['Argent']
3975,This Masquerade - 2015 GH Version,spotify:track:7GkaclZPWxJujsylkMetsW,['George Benson']
3976,Time After Time,spotify:track:2N5CvukjQqiWxjzZLMqqBN,['INOJ']
3977,Remember You're Mine - Single Version,spotify:track:4ufl7nRnOk945jmal0h70a,['Pat Boone']
3978,Hazard,spotify:track:6aILdORvFPD0mO7y5q8O1t,['Richard Marx']
3979,The Fool,spotify:track:4DGWTmh53h5Qm68FboVSMF,['Sanford Clark']
3980,I Turn to You,spotify:track:4F567TdYkbgwKD7FykZLQd,['Christina Aguilera']
3981,Swearin' to God - Single Version,spotify:track:6lU9fLdtauyk0bE2HRHyve,['Frankie Valli']
3982,Dazzey Duks,spotify:track:26yQYGCXD9ypPW8eeXa1gx,['Duice']
3983,Cindy's Birthday,spotify:track:3Id8znxIUtTYNhZsak8Unb,['Johnny Crawford']
3984,Hollywood Swinging,spotify:track:6igsoAR6Co9u7Rq3U7mlOD,['Kool & The Gang']
3985,Longfellow Serenade - Single Version,spotify:track:5yaVOUmiKOSdmtxqatOmkK,['Neil Diamond']
3986,As Usual - Single Version,spotify:track:1kn8ppDBQwnIAJneA3QuPa,['Brenda Lee']
3987,Bad to Me,spotify:track:6N4l8kzKkG6BunFlg28EFX,"['Billy J. Kramer', 'The Dakotas']"
3988,Don't Cry Out Loud,spotify:track:0m6bu7QJn8HJJUEfqYY5nI,['Melissa Manchester']
3989,Fuck Wit Dre Day (And Everybody's Celebratin'),spotify:track:04fX3oTJm5Zucg3Uf9aix0,['Dr. Dre']
3990,Stomp! - Single Version,spotify:track:3EG65y2LtxWjfydabHdItb,['The Brothers Johnson']
3991,Dear Mama,spotify:track:6tDxrq4FxEL2q15y37tXT9,['2Pac']
3992,Denise,spotify:track:2uyTuHLAB3unDK1vkjViH5,['Randy & The Rainbows']
3993,If I Could Reach You - Digitally Remastered 1997,spotify:track:0urfyIWBYIfl18t1r3oLFy,['The 5th Dimension']
3994,Signs,spotify:track:6oYjESDcQAQrRh4SKMH7sW,['Tesla']
3995,I Just Wanna Love U (Give It 2 Me),spotify:track:0s46SltT4On0Z6kglK1I5c,['JAY-Z']
3996,Deeper and Deeper,spotify:track:6KU8g98m1tcrUXRNjPQeOI,['Madonna']
3997,This D.J.,spotify:track:2ImuQo1g14CTR9hZAZD3aQ,"['Warren G', 'O.G.L.B.']"
3998,Crazy,spotify:track:2F9jMklOJOl65znIH4kc8C,['Seal']
3999,Enjoy the Silence - Single Mix,spotify:track:1YwNlWLf8auhazSQUDQLFU,"['Depeche Mode', 'Daniel Miller', 'Phil Legg']"
4000,Indian Lake,spotify:track:47wbrfuRgN3dDrfWVu0ifu,['The Cowsills']
4001,I Believe In You (You Believe In Me),spotify:track:3IMyOY51YDsIEqkyK5TYDA,['Johnnie Taylor']
4002,My Whole World Ended (The Moment You Left Me),spotify:track:4p8PKcpJ79fZLrLSfOGZUT,['David Ruffin']
4003,Get Up (Before The Night Is Over),spotify:track:2MOOJh1xUgND4rLjB6h4jY,['Technotronic']
4004,Coconut - Remastered,spotify:track:0LDgn9rOEU8BHOxSAkzzIN,['Harry Nilsson']
4005,You Don't Mess Around With Jim,spotify:track:0Z97JEXHiXXHpc4blFKQc6,['Jim Croce']
4006,Something So Strong,spotify:track:5qUDzU9bOcHY0lkApDXSsI,['Crowded House']
4007,Oh Boy!,spotify:track:1yOZn3vdWgI5rN1KeituZD,['The Crickets']
4008,Welcome to the Black Parade,spotify:track:5wQnmLuC1W7ATsArWACrgW,['My Chemical Romance']
4009,Quicksand - Single Version (Mono),spotify:track:0pdhxhPlarMA4aiinUkpdv,['Martha Reeves & The Vandellas']
4010,Hold On Tight,spotify:track:6yBbmHFTxihIDFAerzDMGi,['Electric Light Orchestra']
4011,My Heart Belongs to Only You,spotify:track:1TnDAb0MUJEAK7ajhOZnc7,['Bobby Vinton']
4012,How Do You Do It? - Mono,spotify:track:7LfvdUcwrrMKVh8WPGXnbA,['Gerry & The Pacemakers']
4013,Hot Rod Lincoln,spotify:track:53Uge4bp2SiCXZLuhDJYLB,['Commander Cody and His Lost Planet Airmen']
4014,Too Many Walls,spotify:track:7jflhWh7zF0Qvzk0Ngx1H3,['Cathy Dennis']
4015,Nikita,spotify:track:3G0ENKW9vzV0SuYKaWFflI,['Elton John']
4016,Nights Are Forever Without You,spotify:track:5AcmDHW8YnIR7k5wD8e3L5,['England Dan & John Ford Coley']
4017,I Like That,spotify:track:4MMqj7HaLL8BphbBZnlsdq,"['Houston', 'Chingy', 'Nate Dogg', 'I-20']"
4018,Always Something There to Remind Me,spotify:track:1d2KI3qPAtXV2k3Q9EaxKj,['Naked Eyes']
4019,Ain't Gonna Tell Nobody,spotify:track:6MjPbF7y2DnOFxz1Lpp6IB,['Carl Carlton']
4020,For the Love of Money,spotify:track:3p1JoOEhVkEnTaa4JzTMSk,"[""The O'Jays""]"
4021,Heart Full of Soul,spotify:track:0AiuEo7FCxP2y2WTOpLPe5,['The Yardbirds']
4022,Show Me The Way,spotify:track:5MFqGomhkppq5hmrpHirL0,['Styx']
4023,Evil Woman,spotify:track:05zCw24BdvZKGeC5NXowVe,['Electric Light Orchestra']
4024,No Matter What - Remastered 2010,spotify:track:0zK545STj6P7qbFSpCK9pp,['Badfinger']
4025,The Way We Were / Try to Remember,spotify:track:5o9Zjvf69Rcm2YqPCX8Aj3,['Gladys Knight & The Pips']
4026,You Belong To Me,spotify:track:1bgKnEPujoiQzz0pc6gdt7,['The Duprees']
4027,Two Out of Three Ain't Bad,spotify:track:2ph0hzV1kCVhR82E2La4q5,['Meat Loaf']
4028,After All (Love Theme From Chances Are),spotify:track:0ACu78PvVsOFYIKgRkKbGZ,"['Cher', 'Peter Cetera']"
4029,Asia Minor - Rerecorded,spotify:track:4uNAdFLTuiIhDtbZsq31Og,['Kokomo']
4030,What Is Love - Single Mix,spotify:track:33iAwBBb962LFQei4J0b0b,['Haddaway']
4031,Rock And Roll Music,spotify:track:4zI74TsTMqQcrTpMuWk7f5,['Chuck Berry']
4032,Because Of Love,spotify:track:40kJxdeSmQieEgTgShXumm,['Janet Jackson']
4033,Different Drum,spotify:track:3k63RLvRgkgPGx0keOH3P6,"['Stone Poneys', 'Linda Ronstadt']"
4034,Carnival,spotify:track:4QXhRjZacZ1gZUeL7Ukktw,['Natalie Merchant']
4035,I Like it Like That - 2019 - Remaster,spotify:track:06C1afLEMNO4hii8mbX6sq,['The Dave Clark Five']
4036,Midnight Mary,spotify:track:1BUxHH1QXz7aKY8HF5xDxL,['Joey Powers']
4037,Stop and Think It Over,spotify:track:04JFw8lYhqwFn1dXbdGfc7,['Dale & Grace']
4038,Footsteps,spotify:track:2UCoe7GM0EW2FUyebqgKQa,['Steve Lawrence']
4039,It's Late - Remastered 2001,spotify:track:4TAKO1uPQfnbioLdXUCUvY,['Ricky Nelson']
4040,One Moment in Time,spotify:track:3jaUZhLiZOcgoJiGGd3hFD,['Whitney Houston']
4041,She Wolf,spotify:track:4cS2HQ6jK80vqdY9ofpztx,['Shakira']
4042,I Want You Back - Radio Edit,spotify:track:5YTMRAT4yKgFrepF8Hi3mY,['*NSYNC']
4043,Love Song,spotify:track:6wvR0jv72FM0kwg1000cq9,['Tesla']
4044,My Chick Bad,spotify:track:3bMNprrp2JDKZsGbiXpsJl,"['Ludacris', 'Nicki Minaj']"
4045,Never Can Say Goodbye - Single Version,spotify:track:74oM7In7SK968uzGTteon3,['Gloria Gaynor']
4046,Private Dancer - 2015 Remaster,spotify:track:5JjdJK0uGRUk4skRTuQdUZ,['Tina Turner']
4047,Hold It Against Me,spotify:track:7Dyq1bhhjknLKEGg4k5NLr,['Britney Spears']
4048,"Count On Me - from ""Waiting to Exhale"" - Original Soundtrack",spotify:track:7mVV7fepIMUAE4FDyihupV,"['Whitney Houston', 'CeCe Winans']"
4049,The Wedding,spotify:track:1tuivE7XrJtvLu7qkMl6Zx,['Julie Rogers']
4050,Rock 'n' Roll (Part 2),spotify:track:3WEkBbIGPYrvwFnsj2KSBj,['Gary Glitter']
4051,Just Lose It,spotify:track:4S06iZrLlGsSqKlK6paOv8,['Eminem']
4052,My Maria,spotify:track:1ISpRMqSGcX3d4L3aETPT9,['B.W. Stevenson']
4053,Without You,spotify:track:4Vzh9UegP4JdWU71NLcbnm,['Johnny Tillotson']
4054,Desiderata,spotify:track:5V6wfV3Mkvd30zpSoKjsOh,['Les Crane']
4055,Don't Be Cruel,spotify:track:5KG4OVGxSrFmNHGZBezJJn,['Bobby Brown']
4056,What I Am,spotify:track:6hHUiDe461VUoTHnsplRYs,['Edie Brickell & New Bohemians']
4057,Enchanted,spotify:track:1wGWKXMjKffv84Y0LsxvcP,['The Platters']
4058,Shame,spotify:track:6KlnQC66NiJTdO88aL62SF,"['Evelyn ""Champagne"" King']"
4059,Weekend in New England,spotify:track:73xjNwWxziqWI7WIlRQ2CK,['Barry Manilow']
4060,All She Wants To Do Is Dance,spotify:track:4I3VMhZDVr12BW2VCslDXm,['Don Henley']
4061,Then The Morning Comes,spotify:track:5XyPRKhXUalFpS2I5kLQBF,['Smash Mouth']
4062,Love Makes The World Go Round,spotify:track:3VvvMDgQrmPRaXTPRoUF3U,['Deon Jackson']
4063,Dance On Little Girl,spotify:track:7hicCfvTRlRjkrHYim5Gp4,['Paul Anka']
4064,Burnin' Up,spotify:track:72jGj8k9C7DIQesDYenUT3,['Jonas Brothers']
4065,Jesus Walks,spotify:track:62r62ArmWq38cu6QCVgyTc,['Kanye West']
4066,The First Cut Is The Deepest,spotify:track:7gN24J8E0pR3G2nsbhkcjw,['Sheryl Crow']
4067,Give It To You,spotify:track:6miou5rcSI3TqJWTKizJJI,['Jordan Knight']
4068,Hey! Jealous Lover,spotify:track:0FN30NVplziEHmuhHGXvvt,['Frank Sinatra']
4069,Look into My Eyes,spotify:track:4ISp82TYvp9G3HTA2dPzQu,['Bone Thugs-N-Harmony']
4070,Steppin' Out (I'm Gonna Boogie Tonight),spotify:track:6DnwOK0jrqayZ6xjl30jhl,['Tony Orlando & Dawn']
4071,Working My Way Back to You,spotify:track:63dsx4UMGHGjOOc7istUjc,['Frankie Valli & The Four Seasons']
4072,The World Is A Ghetto,spotify:track:0z3rTh8dwqRJKz6yiPOMoX,['War']
4073,On The Dark Side,spotify:track:7DhNAYOzIRkEFqimYl2s1G,['John Cafferty & the Beaver Brown Band']
4074,(I Know) I'm Losing You - Single Version,spotify:track:18bZGZU0wZ2lV1SEDoXqqr,['Rare Earth']
4075,I Don't Wanna Fight - Single Edit,spotify:track:4D6i2CM29NHkUDI3jQ2afk,['Tina Turner']
4076,Who Will You Run To - Remastered,spotify:track:5sxGXOQrgfg3wyOTHaqQbP,['Heart']
4077,This Time I'm In It For Love,spotify:track:5FAVxC38zkQI0hHt98dvRj,['Player']
4078,Down By the Station,spotify:track:3JKMCjfObSywiaoHGcBEMh,['The Four Preps']
4079,Don't You Know What The Night Can Do?,spotify:track:4zGkOYqVX78eobhf2hTls4,['Steve Winwood']
4080,Magic Man,spotify:track:4sUlsy0tPv9n5nqrqeA0lE,['Heart']
4081,Heart And Soul,spotify:track:13bYCu9r1Slu28nAFv7H5l,['Huey Lewis & The News']
4082,Mike Oldfield - Tubular Bells (Exorcist Theme),spotify:local:::Mike+Oldfield+-+Tubular+Bells+%28Exorcist+Theme%29:259,['']
4083,In And Out Of Love,spotify:track:2XnH7BEBm2jMpjc6nIS2K5,['Diana Ross & The Supremes']
4084,Danny Boy - Single Version,spotify:track:1hnTt2qyVYnxUfmCEdDUSb,['Conway Twitty']
4085,If You Want Me to Stay,spotify:track:2BydLQAh7CUIFvSEqAMc4x,['Sly & The Family Stone']
4086,I'm So Excited,spotify:track:3AgvZyLH4sWkII5bnU80aQ,['The Pointer Sisters']
4087,Crumblin' Down,spotify:track:4uqmzWlYa0eLKmbcHNgLej,['John Mellencamp']
4088,King for a Day,spotify:track:0tBo8Uj7BmK3E5UBVhON2v,['Thompson Twins']
4089,Another Saturday Night,spotify:track:3d6BLhDLG07jgUuTgJ1crq,['Yusuf / Cat Stevens']
4090,I Ran (So Far Away),spotify:track:6ZS4v560lFBE7emctgIXWQ,['A Flock Of Seagulls']
4091,Zorba The Greek,spotify:track:3WLEVNohakzZmMpN5W7mHK,['Herb Alpert & The Tijuana Brass']
4092,You Didn't Have To Be So Nice,spotify:track:7khsvqWYjms5UASgLb8bft,"[""The Lovin' Spoonful""]"
4093,I Say a Little Prayer,spotify:track:3NfxSdJnVdon1axzloJgba,['Aretha Franklin']
4094,Don't Be Cruel,spotify:track:4eDmOSU6rMzjIim9FsDtHY,"[""Bill Black's Combo""]"
4095,Heart to Heart,spotify:track:2KaA0Tgl3RmQLzcvLEtzLH,['Kenny Loggins']
4096,Fools Rush In,spotify:track:0f7SDy8sC5Kw4bhN1u4yWX,['Ricky Nelson']
4097,Have You Ever Seen The Rain?,spotify:track:4JuJ9ewGWWGy0U3URuXOSI,['Creedence Clearwater Revival']
4098,My Band,spotify:track:4XHQyvbrBsQaaBUW1VvmsL,['D12']
4099,"Happy, Happy Birthday Baby",spotify:track:2uOO9ItnEJF7dVkbRfMAea,['The Tune Weavers']
4100,Old Cape Cod,spotify:track:1H625U2yTSLAEZrHFasZ3b,['Patti Page']
4101,Tony Camillo's Bazuka - Dynomite 1975,spotify:local:::Tony+Camillo%27s+Bazuka+-+Dynomite+1975:254,['']
4102,It Only Takes A Minute - Remastered,spotify:track:5DEy8wVNCdJdAGNsOWxmVQ,['Tavares']
4103,My Little Town,spotify:track:3obrfotpr4kLCKiOu2GZ4Q,['Simon & Garfunkel']
4104,Let It Out (Let It All Hang Out),spotify:track:4KckMIRe06kjCjqomf3WzF,['The Hombres']
4105,Counting Blue Cars (Tell Me Your Thoughts On God),spotify:track:6B618H5CuCdEzcVs0NKTlt,['Dishwalla']
4106,Better Love Next Time,spotify:track:2RwLs2dPoY8Tt1FumMvimx,['Dr. Hook']
4107,What You Don't Know,spotify:track:7hHMxTGSSLVOFJw2I4TtOK,['Exposé']
4108,One Toke Over the Line,spotify:track:4tMBeRRtM16o957kB45t26,['Brewer & Shipley']
4109,The King of Wishful Thinking,spotify:track:4UQLQJu3DNvVkMVglwElU2,['Go West']
